year,month ,day,meanTemp,highTemp,highTempTime,lowTemp,lowTempTime,heatDegreeDays,coolDegreeDays,precip,meanWindSpeed_kmh,gustSpeed_kmh,timeGust,dominantWindDir
2005,8,3,20.2,24.7,2:00p,17.8,6:00a,0.1,1.9,0.3,0.8,8.5,10:00p,NNW
2005,8,4,20.5,27.3,10:00a,18.1,6:00a,0,2.2,4.1,0.5,5.8,12:00m,N
2005,8,5,19.8,24.9,2:00p,17.2,12:00m,0.1,1.6,19,0.7,8.9,10:00p,NNW
2005,8,6,20.3,25.6,2:00p,16.7,4:00a,0.2,2.2,0,0.4,4.5,10:00a,N
2005,8,7,20.4,25.8,12:00p,18.1,2:00a,0,2.1,5.3,0.6,4.9,12:00p,NW
2005,8,8,20.1,26.3,12:00p,17.9,6:00a,0,1.8,14.2,0.7,7.2,4:00p,NNW
2005,8,9,20.3,26.3,2:00p,17.4,6:00a,0.1,2.1,0.3,0.1,4.5,2:00p,NNW
2005,8,10,19.9,26.2,12:00p,18.4,12:00m,0,1.6,19,0.6,6.3,10:00p,NNW
2005,8,11,20.3,24.9,12:00p,17.3,6:00a,0.1,2.1,11.7,0.5,5.4,10:00p,NNW
2005,8,12,19.3,23.8,4:00p,17.7,2:00a,0.1,1.1,43.4,0.7,4.9,4:00p,NNW
2005,8,13,20,25.1,12:00p,17.6,10:00p,0.2,1.8,14.7,0.4,4.5,4:00p,N
2005,8,14,18.9,24.4,2:00p,16.9,6:00a,0.5,1,50.3,1,7.2,6:00p,NNW
2005,8,15,19.9,24.7,10:00a,17.9,2:00a,0,1.6,8.6,0.4,4.9,4:00p,NNW
2005,8,16,18.8,22.3,10:00a,17.2,10:00p,0.3,0.8,11.4,0.4,5.8,8:00p,SSW
2005,8,17,19.4,23.7,12:00p,17.1,4:00a,0.2,1.4,16,0.6,5.4,12:00p,NNW
2005,8,18,18.9,22.3,2:00p,16.9,4:00a,0.3,0.8,2,0.3,4.5,2:00p,SSE
2005,8,19,20.7,27.1,2:00p,17.6,2:00a,0.1,2.4,0,0.8,4.9,10:00a,N
2005,8,20,20.4,26.4,2:00p,17.3,12:00m,0.1,2.2,12.7,0.8,5.8,12:00p,NNW
2005,8,21,19.6,23.2,12:00p,17.2,6:00a,0.1,1.4,2,0.7,5.4,8:00a,S
2005,8,22,19.1,23.4,2:00p,17.5,12:00m,0.3,1.1,4.6,0.8,5.8,2:00p,NNW
2005,8,23,19.6,24.4,12:00p,17.1,4:00a,0.2,1.6,5.3,0.6,5.4,10:00a,NNW
2005,8,24,19,22.9,10:00a,17.3,6:00a,0.2,0.9,97.3,0.9,6.3,10:00p,NNW
2005,8,25,20.1,25.7,10:00a,17.3,2:00a,0.1,1.8,1.5,0.4,3.6,2:00a,N
2005,8,26,19.2,25.8,12:00p,17.3,6:00a,0.1,1,5.6,0.8,7.2,2:00p,NNW
2005,8,27,19.3,26.1,12:00p,17,6:00a,0.3,1.3,21.8,0.4,3.6,8:00a,N
2005,8,28,19.1,23.8,12:00p,16.2,6:00p,0.5,1.2,23.4,1,8,4:00p,NNW
2005,8,29,20.4,26.3,4:00p,15.4,4:00a,0.6,2.6,0,0.6,4.5,4:00a,N
2005,8,30,20.7,26.6,12:00p,17.9,6:00a,0,2.3,8.4,0.4,4.5,12:00p,NNW
2005,8,31,20.8,25.9,12:00p,18.5,6:00a,0,2.4,0.5,0.6,5.4,2:00p,NW
2005,9,1,19.2,24.8,2:00p,16.6,8:00p,0.3,1.1,37.8,0.4,5.4,4:00p,SW
2005,9,2,18.7,25.8,12:00p,16.3,4:00a,0.6,1,47,0.9,4.9,10:00a,NNW
2005,9,3,20,25.6,12:00p,16.9,4:00a,0.2,1.9,7.9,0.3,4.5,12:00p,NNW
2005,9,4,19.6,25.4,12:00p,17.9,6:00a,0.1,1.3,4.6,0.4,4.9,6:00p,SSW
2005,9,5,20.6,24.8,12:00p,17.3,6:00a,0.1,2.4,1,0.6,4.5,2:00p,NNW
2005,9,6,20.3,24.6,12:00p,18.3,6:00a,0,1.9,0.5,0.8,5.8,2:00a,NNW
2005,9,7,20.6,26.6,10:00a,17.4,4:00a,0.1,2.4,3.8,0.4,4.9,8:00p,SSW
2005,9,8,20.7,26,2:00p,17.5,6:00a,0,2.4,4.3,0.8,7.6,6:00a,NNW
2005,9,9,20.2,25.4,12:00p,18.4,12:00m,0,1.8,5.3,0.6,5.4,2:00p,NNW
2005,9,10,20.2,24.3,10:00a,17.9,6:00a,0.1,1.9,1.8,0.5,6.3,6:00p,SSE
2005,9,11,21.3,26.3,4:00p,17.4,6:00a,0.1,3.1,1.5,0.7,8.5,12:00m,NNW
2005,9,12,20.5,26,10:00a,18.9,8:00p,0,2.2,1.5,0.8,7.2,2:00p,NNW
2005,9,13,19.5,22.9,12:00p,18.1,12:00m,0.1,1.2,6.9,0.9,5.8,6:00p,SSW
2005,9,14,19.3,24.5,12:00p,17.4,4:00a,0.2,1.1,14.7,0.9,7.6,10:00p,NNW
2005,9,15,20.1,25.4,12:00p,17.9,2:00a,0,1.8,2,0.2,3.6,2:00p,NW
2005,9,16,20.3,25.3,2:00p,17.5,2:00a,0.1,2.1,1,0.6,5.8,10:00a,NNW
2005,9,17,20.5,25.5,12:00p,18.2,6:00a,0,2.2,2,0.4,4.9,2:00p,NNW
2005,9,18,19.8,24.7,2:00p,18.2,6:00a,0,1.5,1.5,0.7,4.9,2:00p,NNW
2005,9,19,19.5,25.9,12:00p,17.5,12:00m,0.1,1.3,46.5,0.9,7.2,2:00p,NNW
2005,9,20,20,25.1,10:00a,17.2,4:00a,0.2,1.8,11.7,0.9,7.2,10:00p,SW
2005,9,21,18.8,24.6,12:00p,17.5,6:00a,0.2,0.7,41.7,1.3,6.3,2:00a,NNW
2005,9,22,18.3,22.6,12:00p,17.1,8:00a,0.4,0.4,3.3,2.5,13,6:00a,NW
2005,9,23,18.3,24.3,2:00p,16.1,8:00a,0.7,0.7,21.1,1.8,11.6,6:00a,NW
2005,9,24,18.5,21.6,10:00a,16.6,2:00a,0.4,0.6,13.2,1.5,6.3,6:00a,NNW
2005,9,25,18.7,22.6,10:00a,17.3,12:00m,0.2,0.6,21.3,0.8,5.4,8:00p,NNW
2005,9,26,19.9,25,12:00p,17,4:00a,0.2,1.8,54.1,0.6,5.4,8:00a,SSE
2005,9,27,19.1,25.6,12:00p,17.4,12:00m,0.2,0.9,12.4,0.4,4.9,12:00p,SE
2005,9,28,19,22.6,8:00a,17.1,6:00a,0.2,0.8,8.4,0.8,5.8,8:00p,NNW
2005,9,29,19.3,24.7,2:00p,17.6,6:00a,0.2,1.1,4.8,1.3,5.8,12:00p,NNW
2005,9,30,18.5,20.1,8:00a,17.6,6:00a,0.1,0.1,0.3,0.8,4.9,2:00a,NNW
2005,10,1,19.4,23.4,8:00p,18.2,2:00p,0,1.1,15,4.5,30.6,6:00a,NW
2005,10,2,19.3,23.8,8:00p,17.6,2:00p,0.1,1.1,7.1,4.3,30.6,6:00a,NNW
2005,10,3,18.7,21.4,8:00p,17.9,12:00p,0.1,0.4,21.6,6.3,20.9,10:00a,NW
2005,10,4,18.9,23.3,12:00m,17.1,2:00p,0.3,1,2.8,9.7,35.4,2:00p,NW
2005,10,5,18.9,20.9,2:00a,18.5,6:00a,0,0.2,4.6,4.5,22.5,6:00a,NW
2005,10,10,19.8,24.4,12:00p,17.9,12:00m,0,0.9,0.3,6.4,22.5,12:00p,NW
2005,10,11,17.9,18.9,10:00a,17,12:00m,0.4,0,40.4,4,20.9,2:00a,NNW
2005,10,12,18.6,23.7,2:00p,16.7,2:00a,0.6,0.9,24.9,5.8,25.7,6:00a,NW
2005,10,13,18.1,21.3,10:00a,16.1,6:00a,0.6,0.3,30.5,5,19.3,2:00a,NNW
2005,10,14,18.3,20.7,10:00a,17,6:00a,0.3,0.3,23.1,6.1,29,10:00p,NW
2005,10,15,18.7,22,12:00p,17.5,6:00a,0.2,0.6,13.5,6,27.4,6:00a,NW
2005,10,16,18.6,21.8,12:00p,17.2,6:00a,0.3,0.6,35.8,0.6,12.9,6:00a,NNW
2005,10,17,18.8,24.3,2:00p,17,6:00a,0.3,0.8,30,0,0,NA,NA
2005,10,18,17.9,19.9,8:00a,17.4,4:00a,0.2,0.1,0,0,0,NA,NA
2005,11,1,18.6,21.3,4:00p,17.9,12:00m,0.1,0.1,1,0.5,3.6,10:00p,NNW
2005,11,2,18.8,22.2,2:00p,17.3,6:00a,0.2,0.7,1.3,0.1,3.1,2:00p,N
2005,11,3,19.6,23.4,12:00p,17.9,6:00a,0.1,1.3,6.6,0.4,4.9,12:00m,NNW
2005,11,4,18.9,23.7,12:00p,17.7,6:00a,0.2,0.8,23.4,0.8,5.8,2:00a,NNW
2005,11,5,20.2,24.9,2:00p,17.3,6:00a,0.2,2,0.5,0.4,5.8,4:00a,NW
2005,11,6,19.8,24.4,12:00p,17.9,6:00a,0,1.5,25.7,0.5,6.3,2:00p,SW
2005,11,7,20,24.7,12:00p,17.8,6:00a,0.1,1.7,0.3,0.7,6.3,12:00m,NNW
2005,11,8,19.7,23.3,12:00p,18.2,10:00p,0,1.3,18,0.5,5.4,12:00m,S
2005,11,9,19.7,25.5,12:00p,18.2,4:00a,0,1.3,45.5,0.9,5.4,2:00p,NNW
2005,11,10,19.6,24.9,12:00p,18.2,4:00a,0,1.2,16,0.4,5.4,2:00a,NNW
2005,11,11,19.1,24.3,12:00p,17.9,10:00p,0.1,0.9,14.7,0.4,3.1,8:00a,NNW
2005,11,12,18.8,22.9,10:00a,17.3,4:00a,0.3,0.8,64.3,0.2,4.5,12:00p,N
2005,11,13,19.1,23.8,12:00p,17,2:00a,0.3,1.1,54.6,0.2,3.6,12:00p,NE
2005,11,14,19.2,22.6,12:00p,17.8,6:00a,0.1,0.9,23.9,0.9,5.8,2:00a,NNW
2005,11,15,19.1,22.5,12:00p,17.9,6:00a,0.1,0.8,26.4,0.5,4.5,4:00a,NNW
2005,11,16,18.3,18.9,10:00a,17.4,10:00a,0.1,0.2,147.6,0.6,8.5,6:00p,SSW
2005,11,17,18.6,20.1,10:00a,17.8,10:00p,0.1,0.3,37.1,0.2,7.2,2:00p,SW
2005,11,18,19.4,24.3,2:00p,17.6,2:00a,0.1,1.2,10.4,0.5,4.5,12:00p,NNW
2005,11,19,19.6,24.9,2:00p,18.1,6:00a,0.1,1.3,62.2,0.9,5.4,10:00p,NNW
2005,11,20,19.7,24.1,12:00p,17.3,6:00a,0.1,1.5,16.3,0.4,3.6,2:00p,SW
2005,11,21,19.7,24.9,12:00p,17.5,6:00a,0.1,1.4,41.7,0.5,3.1,12:00p,NNW
2005,11,22,18.4,23.3,12:00p,16.8,4:00a,0.6,0.7,13.7,0.3,3.6,6:00p,SSW
2005,11,23,18,20.5,12:00p,16.8,12:00m,0.7,0.3,24.9,0.3,3.6,12:00m,SW
2005,11,24,18.6,26,12:00p,16.4,6:00a,0.5,0.7,29.2,0.6,3.6,4:00a,SW
2005,11,25,18.6,23.4,12:00p,16.9,4:00a,0.4,0.8,26.4,0.8,5.4,12:00p,NNW
2005,11,26,18.6,22.6,12:00p,16.9,6:00a,0.3,0.6,34.3,0.5,4.9,12:00p,NNW
2005,11,27,19.3,24.8,10:00a,17.2,6:00a,0.2,1.2,9.1,0.5,5.4,12:00m,N
2005,11,28,19.8,24.1,2:00p,17.3,6:00a,0.2,1.7,1,1.2,6.3,2:00p,NW
2005,11,29,19.6,25.1,12:00p,17.1,6:00a,0.2,1.6,0.3,0.6,3.6,6:00a,NNW
2005,11,30,18.9,24.6,12:00p,16.9,10:00p,0.6,1.2,0,0.4,4.9,2:00p,S
2005,12,1,19.3,25.5,12:00p,16.2,4:00a,0.6,1.6,0.5,2.6,12.9,2:00p,N
2005,12,2,19.1,23.6,10:00a,16.1,6:00a,0.5,1.3,1,1.3,17.7,2:00a,SW
2005,12,3,19.3,23.7,10:00a,16.9,6:00a,0.3,1.3,17,2.3,17.7,12:00p,NNW
2005,12,4,19.2,24.6,12:00p,16.4,6:00a,0.4,1.4,0.8,4.5,22.5,10:00p,NNW
2005,12,5,19.1,24.2,12:00p,16.9,6:00a,0.5,1.3,0,2.9,19.3,2:00p,NNW
2005,12,6,19.1,25.4,12:00p,16.1,6:00a,0.5,1.2,1,1.3,12.9,12:00p,NNW
2005,12,7,19.3,24.4,12:00p,17.2,6:00a,0.3,1.3,0,2.3,16.1,2:00p,NNW
2005,12,8,19.8,26.2,2:00p,16.4,8:00a,0.5,1.9,1.5,2.4,22.5,12:00m,NNW
2005,12,9,19.7,25,2:00p,16.1,4:00a,0.5,1.9,0.3,2.1,19.3,10:00a,SSW
2005,12,10,19.7,24.4,10:00a,17.2,8:00a,0.3,1.6,0.3,2.6,19.3,10:00a,NNW
2005,12,11,20.1,24.9,10:00a,17.8,4:00a,0.1,1.8,1,1.4,17.7,2:00a,NNW
2005,12,12,19.9,25.7,2:00p,17.9,6:00a,0,1.6,6.1,1.6,17.7,12:00m,NNW
2005,12,13,19.6,23.2,2:00p,18.1,12:00m,0,1.3,38.4,1.1,16.1,6:00a,NNW
2005,12,14,19.7,24.7,10:00a,17.1,12:00m,0.2,1.6,5.3,1.8,17.7,6:00a,NNW
2005,12,15,19.7,26.3,12:00p,17.3,2:00a,0.2,1.6,0.5,3.7,20.9,12:00p,NW
2005,12,16,19.6,25.2,12:00p,16.6,6:00a,0.3,1.5,0.3,1.3,12.9,4:00p,SW
2005,12,17,19.2,23.9,12:00p,14.9,6:00a,0.6,1.5,0.3,2.4,14.5,4:00p,NNW
2005,12,18,19.2,25.9,12:00p,16.4,6:00a,0.6,1.4,3.8,2.3,17.7,12:00p,NNW
2005,12,19,19.5,24.3,4:00p,16.4,8:00a,0.6,1.8,0.3,2.9,25.7,12:00p,SSE
2005,12,20,19,24.5,10:00a,16.1,4:00a,0.7,1.3,0.8,2.3,17.7,12:00p,NNW
2005,12,21,18.2,24.6,12:00p,16.3,8:00a,0.8,0.6,6.3,2.9,17.7,10:00a,NNW
2005,12,22,19.4,24.3,12:00p,16.2,4:00a,0.6,1.7,0.3,1.8,16.1,12:00p,NNW
2005,12,23,19.1,24.5,12:00p,16.2,6:00a,0.4,1.2,32,1.8,16.1,10:00a,SW
2005,12,24,18.6,25.4,10:00a,17,8:00a,0.5,0.7,5.6,3.9,30.6,4:00a,NNW
2005,12,25,18.6,23.7,10:00a,16.8,6:00a,0.5,0.7,1.5,3.2,17.7,8:00a,NNW
2005,12,26,18.9,24.2,12:00p,16.9,6:00a,0.3,0.8,2,1,12.9,8:00a,NNW
2005,12,27,19.3,24.8,12:00p,17.4,6:00a,0.2,1.2,2.3,2.3,17.7,10:00p,NNW
2005,12,28,19.1,24.6,2:00p,17.8,8:00a,0.1,0.8,5.1,2.9,17.7,10:00p,NNW
2005,12,29,19.2,23.6,10:00a,17.2,4:00a,0.3,1.1,3,1.8,16.1,10:00a,NNW
2005,12,30,19.3,24.9,12:00p,16.6,6:00a,0.6,1.5,0.3,1.4,17.7,12:00p,NW
2005,12,31,19.6,27.2,12:00p,15.9,6:00a,0.6,1.9,0.5,2.3,17.7,10:00a,N
2006,1,1,19.2,25,2:00p,15.5,6:00a,0.5,1.3,2.8,2.6,17.7,12:00p,N
2006,1,2,19.1,23.9,2:00p,17.4,8:00a,0.3,1,1.3,2.7,19.3,12:00p,NNW
2006,1,3,18.9,23.9,10:00a,16.4,6:00a,0.6,1.2,11.2,1.3,12.9,2:00p,NNW
2006,1,4,19.4,27.2,12:00p,16.7,8:00a,0.4,1.6,1.8,1.3,16.1,4:00a,NW
2006,1,5,18.3,24.8,2:00p,16.8,4:00a,0.6,0.5,20.3,1,16.1,2:00p,NW
2006,1,6,17.4,21.6,12:00p,16.4,12:00m,1.1,0.2,46.5,1.9,16.1,6:00a,NNW
2006,1,7,18.5,25.1,2:00p,15.3,8:00a,0.9,1.1,0.5,2.1,25.7,4:00p,N
2006,1,8,18.9,24.5,12:00p,15.9,4:00a,0.6,1.1,5.1,1.6,11.3,12:00p,NNW
2006,1,9,17.7,19.8,8:00a,16.1,4:00a,0.3,0.1,0.3,4,33.8,8:00a,N
2006,1,10,19.6,23.3,2:00p,17.1,12:00m,0.2,1.2,0,2.7,17.7,10:00a,NNW
2006,1,11,19.4,24.1,12:00p,16.4,6:00a,0.4,1.5,0.3,2.1,16.1,12:00p,SW
2006,1,12,19.5,24.1,12:00p,16.6,6:00a,0.4,1.6,0.3,1.9,17.7,12:00p,N
2006,1,13,20.1,24.4,10:00a,16.6,4:00a,0.3,2.1,0.3,2.3,17.7,10:00a,NNW
2006,1,14,19.8,24.7,12:00p,16.7,4:00a,0.4,1.8,0.3,2.7,20.9,12:00p,N
2006,1,15,18.4,21.6,12:00p,17.3,4:00a,0.4,0.5,13.5,1,16.1,10:00a,NNW
2006,1,16,19.3,25.4,12:00p,16.9,4:00a,0.4,1.3,2.5,2.1,29,10:00a,NNW
2006,1,17,19.1,24.4,12:00p,16.7,4:00a,0.4,1.3,0.5,3.5,20.9,10:00a,NNW
2006,1,18,20.2,25.6,10:00a,16.9,6:00a,0.2,2.1,0.3,3.2,29,12:00m,SSE
2006,1,19,20.6,26.6,12:00p,15.9,6:00a,0.3,2.4,0,3.9,33.8,10:00p,SE
2006,1,20,20.1,25.4,2:00p,16.4,6:00a,0.4,2.2,0,4.7,40.2,12:00p,E
2006,1,21,20.7,27.3,2:00p,16.4,4:00a,0.2,2.6,0,2.7,30.6,12:00p,E
2006,1,22,19.6,25.5,12:00p,16.4,6:00a,0.4,1.7,0.3,3.7,17.7,2:00p,NNW
2006,1,23,19.3,24.5,2:00p,17,6:00a,0.3,1.3,0.5,1.6,17.7,12:00p,NNW
2006,1,24,20.4,26.3,10:00a,17.6,4:00a,0.1,2.2,0.3,2.1,19.3,12:00p,N
2006,1,25,20.2,25.7,2:00p,16.9,6:00a,0.3,2.1,0.3,1.9,17.7,2:00p,NNW
2006,1,26,20.3,25.5,2:00p,17.2,2:00a,0.2,2.3,0.3,2.6,22.5,12:00m,NNW
2006,1,27,21.4,26.7,2:00p,17.7,8:00a,0.1,3.2,0,4,33.8,2:00p,ESE
2006,1,28,20.4,26.3,2:00p,17.7,6:00a,0.1,2.2,0.5,3.7,25.7,4:00p,NNW
2006,1,29,20.3,27.8,12:00p,17.2,4:00a,0.3,2.2,0.3,2.9,25.7,12:00m,NNW
2006,1,30,19.8,25.3,10:00a,17,4:00a,0.3,1.7,2,3.7,20.9,2:00a,NNW
2006,1,31,19.9,25.1,12:00p,17.8,6:00a,0.1,1.6,1.3,0.6,11.3,12:00p,N
2006,2,1,20.4,26.6,12:00p,17.3,6:00a,0.1,2.2,0.3,1.8,19.3,12:00p,NNW
2006,2,2,19.7,25.2,2:00p,17.5,8:00a,0.1,1.5,0.3,2.6,17.7,2:00p,NNW
2006,2,3,19.3,23.3,10:00a,18.1,4:00a,0.1,1.1,0.5,1,12.9,12:00p,SW
2006,2,4,19.3,22.8,12:00p,17.7,2:00a,0.1,1.1,1.5,1.8,16.1,2:00p,NNW
2006,2,5,20.1,26.2,12:00p,17.4,6:00a,0.1,1.9,0,2.3,20.9,4:00p,S
2006,2,6,20.4,26.6,2:00p,17.4,4:00a,0.1,2.2,0.3,1.8,19.3,2:00p,NW
2006,2,7,20.1,25.7,12:00p,16.4,6:00a,0.4,2.2,0.3,1.6,16.1,12:00p,NNW
2006,2,8,20.5,27.3,12:00p,15.8,6:00a,0.5,2.7,0.3,2.4,25.7,2:00p,N
2006,2,9,20.1,27.3,12:00p,16.4,6:00a,0.4,2.2,0,2.4,20.9,10:00a,N
2006,2,10,20.3,28.6,12:00p,16.2,12:00m,0.4,2.3,0,2.3,20.9,12:00p,N
2006,2,11,20.4,27.1,2:00p,16.1,2:00a,0.3,2.4,0,2.4,19.3,4:00p,NNW
2006,2,12,20.9,27.3,12:00p,17.7,12:00m,0.1,2.7,0,1.3,20.9,2:00p,N
2006,2,13,20.8,27.7,4:00p,16.7,4:00a,0.2,2.7,0,2.1,25.7,4:00p,SE
2006,2,14,20.9,27.6,12:00p,15.8,4:00a,0.4,3,0,3.7,38.6,10:00a,E
2006,2,15,20.3,26.7,4:00p,15.6,2:00a,0.6,2.5,0,2.9,25.7,4:00p,NNW
2006,2,16,20.5,28.1,2:00p,16.1,6:00a,0.5,2.7,0.3,3.2,17.7,12:00p,N
2006,2,17,21.6,28,2:00p,17.9,12:00m,0,3.3,0,2.1,25.7,12:00p,SE
2006,2,18,21.3,27.7,12:00p,17.8,6:00a,0.1,3.1,0,1.6,20.9,6:00p,SE
2006,2,19,20.6,26.6,2:00p,16.7,8:00a,0.2,2.6,0,2.3,27.4,12:00p,SE
2006,2,20,21.2,28.4,2:00p,16.7,6:00a,0.2,3.1,0,3.7,33.8,6:00p,ENE
2006,2,21,21.2,27.7,2:00p,16.9,4:00a,0.2,3.1,0,4.2,30.6,12:00p,E
2006,2,22,21.2,27.8,4:00p,16.1,6:00a,0.2,3.1,0,3.5,32.2,2:00p,N
2006,2,23,21.1,27.1,12:00p,17.7,6:00a,0,2.8,0,2.3,25.7,6:00a,N
2006,2,24,21.3,28.3,2:00p,17.6,4:00a,0.1,3.1,0,2.9,33.8,4:00p,NNW
2006,2,25,20.8,28,2:00p,15.8,4:00a,0.4,2.9,0,3.2,30.6,12:00p,ENE
2006,2,26,20.4,27.3,12:00p,17.1,8:00p,0.3,2.3,5.1,1.9,19.3,2:00p,E
2006,2,27,20,26.6,12:00p,17.2,10:00p,0.1,1.8,0,2.7,29,2:00p,SSE
2006,2,28,21,27.7,2:00p,16.6,6:00a,0.4,3,0,2.6,25.7,8:00p,NNW
2006,3,1,20.5,26,2:00p,17.7,4:00a,0.1,2.3,0,2.3,17.7,2:00p,NNW
2006,3,2,21,26.6,12:00p,17.6,6:00a,0.1,2.8,0,2.1,17.7,12:00p,NNW
2006,3,3,21.4,26.9,12:00p,17.9,4:00a,0.1,3.2,0,2.3,22.5,2:00p,N
2006,3,4,21.7,28.1,12:00p,18.2,4:00a,0,3.4,0,1.9,19.3,4:00p,N
2006,3,5,21.6,28.1,2:00p,18.2,12:00m,0,3.2,0,3.5,32.2,4:00p,E
2006,3,6,21.5,28.2,2:00p,17.8,6:00a,0.1,3.2,0,3.9,32.2,12:00p,E
2006,3,7,21.3,27.4,2:00p,17.3,2:00a,0.1,3.1,0,2.4,29,4:00p,SE
2006,3,8,20.3,26.6,12:00p,17.3,2:00a,0.2,2.2,2.8,2.7,20.9,12:00p,NNW
2006,3,9,20.6,26.8,10:00a,17.5,2:00a,0.2,2.4,0.5,1.8,17.7,12:00p,NNW
2006,3,10,21.1,26,12:00p,17.8,4:00a,0.1,2.8,0.3,1.4,20.9,10:00p,SW
2006,3,11,20.6,26.1,2:00p,17.8,6:00a,0,2.2,7.6,1.3,17.7,4:00p,NNW
2006,3,12,20.3,25.6,12:00p,17.7,6:00a,0,2,0,1.6,25.7,10:00p,NNW
2006,3,13,20.7,26.6,12:00p,17,6:00a,0.2,2.7,0.3,1.4,19.3,2:00p,N
2006,3,14,20.3,25.8,2:00p,17,6:00a,0.2,2.1,6.9,2.1,22.5,8:00a,NNW
2006,3,15,21,27.7,2:00p,16.7,6:00a,0.2,2.9,0,3.5,29,2:00p,E
2006,3,16,21,28.2,12:00p,17.1,6:00a,0.2,2.9,0,3.1,30.6,10:00a,SSE
2006,3,17,20.7,26.2,2:00p,17.1,6:00a,0.2,2.6,0.3,1.3,19.3,2:00p,N
2006,3,18,21.2,27.9,2:00p,17.3,2:00a,0.2,3.1,0,2.6,32.2,6:00p,SE
2006,3,19,21.3,27.8,12:00p,17.7,2:00a,0.1,3.1,0,1.8,20.9,12:00p,SSW
2006,3,20,21.3,27.3,10:00a,17.8,4:00a,0.1,3,0,1.6,17.7,8:00a,NE
2006,3,21,21.3,26.7,10:00a,17.9,4:00a,0.1,3.1,0.3,1.4,17.7,4:00p,NW
